line_no,channel,status,tx_rnti,dst_l2_id,harq_id,tb_size,tbler,sinr_avg,sinr_min,reason,frame,subframe,slot
1323,PSCCH,OK,16,1,,,0,1.41404,1.36893,,10,6,0
1325,PSCCH,FAIL,19,1,,,0.967105,0.677252,0.668935,decoded_overlap,10,6,0
1327,PSCCH,FAIL,3,1,,,1,0.0106223,0.00937154,decoded_overlap,10,6,0
1329,PSCCH,OK,16,1,,,0.0015,1.15367,0.981924,,10,6,0
1331,PSCCH,FAIL,3,1,,,0.967105,0.635572,0.552892,decoded_overlap,10,6,0
1333,PSCCH,FAIL,19,1,,,1,0.0842689,0.0780465,decoded_overlap,10,6,0
1335,PSCCH,OK,3,1,,,0,2.04192,1.99452,,10,6,0
1337,PSCCH,FAIL,16,1,,,1,0.430044,0.422649,decoded_overlap,10,6,0
1339,PSCCH,FAIL,19,1,,,1,0.028722,0.0284755,decoded_overlap,10,6,0
1341,PSCCH,OK,19,1,,,0.0015,1.15205,1.05411,,10,6,0
1343,PSCCH,FAIL,3,1,,,0.967105,0.559572,0.541793,decoded_overlap,10,6,0
1345,PSCCH,FAIL,16,1,,,1,0.118745,0.116363,decoded_overlap,10,6,0
1347,PSCCH,OK,16,1,,,0,1.44791,1.33092,,10,6,0
1349,PSCCH,FAIL,3,1,,,1,0.500592,0.49608,decoded_overlap,10,6,0
1351,PSCCH,FAIL,19,1,,,1,0.0815804,0.0602113,decoded_overlap,10,6,0
1353,PSCCH,OK,19,1,,,0,2.30115,2.293,,10,6,0
1355,PSCCH,FAIL,16,1,,,1,0.375592,0.36773,decoded_overlap,10,6,0
1357,PSCCH,FAIL,3,1,,,1,0.0308146,0.0247142,decoded_overlap,10,6,0
1359,PSCCH,FAIL,3,1,,,0.125375,1.00762,1.00209,error_model,10,6,0
1361,PSCCH,OK,19,1,,,0.687838,0.875342,0.862446,,10,6,0
1363,PSCCH,FAIL,16,1,,,1,0.0323214,0.0319106,decoded_overlap,10,6,0
1365,PSCCH,OK,16,1,,,0,1.5388,1.47368,,10,6,0
1367,PSCCH,FAIL,19,1,,,1,0.348944,0.316396,decoded_overlap,10,6,0
1369,PSCCH,FAIL,3,1,,,1,0.156726,0.14851,decoded_overlap,10,6,0
1371,PSCCH,OK,16,1,,,0.125375,0.92463,0.904333,,10,6,0
1373,PSCCH,FAIL,3,1,,,1,0.469393,0.46484,decoded_overlap,10,6,0
1375,PSCCH,FAIL,19,1,,,1,0.250287,0.235964,decoded_overlap,10,6,0
1377,PSCCH,OK,19,1,,,0,1.85042,1.79296,,10,6,0
1379,PSCCH,FAIL,16,1,,,1,0.302003,0.288449,decoded_overlap,10,6,0
