line_no,frame_index,event,rnti,lcid,source_node,target_node,request_id,sn,fi,size,harq_id,bwp_id,layer,vr_ur,vr_uh,timestamp,area_id,upload_type,plan_index,pkt_id,matched
2806,0,TX,20,5,20,1,31,0,1,400,8,0,0,,,000060,15_3,leader_to_rsu,31,31,1
2812,0,TX,4,5,4,1,21,6,3,400,6,0,0,,,000060,12_3,leader_to_rsu,21,21,1
2816,0,TX,16,5,16,1,32,0,1,400,6,0,0,,,000060,15_6,leader_to_rsu,32,32,1
2871,0,RX,12,5,21,12,3,13,3,400,,,,,,000060,11_8,member_to_leader,3,3,1
2872,0,RX,16,5,5,16,2,19,3,400,,,,,,000060,16_8,member_to_leader,2,2,1
2873,0,RX,17,5,14,17,1,13,3,400,,,,,,000060,12_9,member_to_leader,1,1,1
2886,0,TX,5,5,5,1,33,1,3,400,7,0,0,,,000060,16_4,leader_to_rsu,33,33,1
2890,0,TX,14,5,14,17,1,17,3,400,7,0,0,,,000060,12_9,member_to_leader,1,1,1
2894,0,TX,19,5,19,1,29,7,3,400,14,0,0,,,000060,14_11,leader_to_rsu,29,29,1
2898,0,TX,3,5,3,1,27,7,3,400,13,0,0,,,000060,11_5,leader_to_rsu,27,27,1
2902,0,TX,2,5,2,1,30,7,3,400,12,0,0,,,000060,14_3,leader_to_rsu,30,30,1
2908,0,TX,9,5,9,19,10,3,2,6,9,0,0,,,000060,14_11,member_to_leader,10,10,1
2912,0,TX,20,5,20,1,31,1,3,400,9,0,0,,,000060,15_3,leader_to_rsu,31,31,1
2916,0,TX,4,5,4,1,28,7,3,400,7,0,0,,,000060,13_2,leader_to_rsu,28,28,1
2920,0,TX,16,5,16,1,32,1,3,400,7,0,0,,,000060,15_6,leader_to_rsu,32,32,1
3029,0,RX,12,5,21,12,3,14,3,400,,,,,,000060,11_8,member_to_leader,3,3,1
3030,0,RX,16,5,5,16,2,20,3,400,,,,,,000060,16_8,member_to_leader,2,2,1
3031,0,RX,17,5,14,17,1,14,3,400,,,,,,000060,12_9,member_to_leader,1,1,1
3047,0,TX,5,5,5,16,2,22,3,400,8,0,0,,,000060,16_8,member_to_leader,2,2,1
3051,0,TX,14,5,14,17,1,18,3,400,8,0,0,,,000060,12_9,member_to_leader,1,1,1
3055,0,TX,19,5,19,1,29,8,3,400,15,0,0,,,000060,14_11,leader_to_rsu,29,29,1
3059,0,TX,3,5,3,1,27,8,3,400,14,0,0,,,000060,11_5,leader_to_rsu,27,27,1
3063,0,TX,2,5,2,1,30,8,3,400,13,0,0,,,000060,14_3,leader_to_rsu,30,30,1
3067,0,TX,20,5,20,1,31,2,3,400,10,0,0,,,000060,15_3,leader_to_rsu,31,31,1
3071,0,TX,4,5,4,1,28,8,3,400,8,0,0,,,000060,13_2,leader_to_rsu,28,28,1
3075,0,TX,16,5,16,1,32,2,3,400,8,0,0,,,000060,15_6,leader_to_rsu,32,32,1
3186,0,RX,1,5,16,1,32,0,1,400,,,,,,000060,15_6,leader_to_rsu,32,32,1
3187,0,RX,1,5,20,1,31,0,1,400,,,,,,000060,15_3,leader_to_rsu,31,31,1
3188,0,RX,1,5,2,1,25,6,3,400,,,,,,000060,14_1,leader_to_rsu,25,25,1
3193,0,RX,1,5,19,1,26,6,3,400,,,,,,000060,14_10,leader_to_rsu,26,26,1
3194,0,RX,12,5,21,12,3,15,3,400,,,,,,000060,11_8,member_to_leader,3,3,1
